secuencia_rival_id,bepro_sequence_id,origen_segmentacion,tipologia,cluster_trayectoria,period,minuto_partido,start_time_seg,end_time_seg,end_time_bepro_ms,motivo_cierre,duracion_seg,indice_desorganizacion,indice_peligrosidad_accion,score_critico,xT_max,xT_added,pico_amenaza_concedida,exposicion_amenaza_concedida,control_campo_subiza_medio,control_campo_rival_medio,control_zona_peligrosa_subiza_medio,control_zona_peligrosa_rival_medio,pitch_control_rival_detras_linea,perdida_control_campo_subiza,incremento_control_zona_peligrosa_rival,categoria_desorganizacion_auto,categoria_peligrosidad_auto,tipo_desorganizacion_principal,tipo_desorganizacion_secundaria,tipo_finalizacion_tiro,tipo_finalizacion_tiro_puerta,es_gol,xg_tiro,score_finalizacion,match_time_tiro_oficial,distancia_tiro_seq_ms,tipo_asignacion_tiro_seq,x_fin,y_fin,ball_x_ini_m,ball_y_ini_m,ball_x_fin_m,ball_y_fin_m,ball_x_ini_norm_m,ball_y_ini_norm_m,ball_x_fin_norm_m,ball_y_fin_norm_m,progresion_x_norm_m,x_max_norm_m,recorrido_balon_m,recorrido_bepro_m,progresion_bepro_m,num_pases_bepro,direccion_progresion_bepro,num_eventos,num_eventos_rivales,tiene_setpiece,tipo_secuencia_ofensiva,motivo_conservacion,motivo_cierre,frames_poseedor_rival,frames_poseedor_propio,pct_poseedor_rival,validacion_rival_ok,alerta_validacion
70,576,bepro_sequences,T1,1.0,1,74.1,4421.424,4447.887,4447887.0,cierre_bepro,26.463,0.846,0.964,0.764,0.169,0.16,0.169,0.883,0.3176426902575874,0.6823573097424125,0.7006170018077434,0.29938299819225656,0.29938299819225656,0.24296548916508712,0.15660594318182242,critica,muy_alta,estructura_retroceso,estructura_anchura,1,0,False,0.07,0.349,4447887.0,0.0,dentro_intervalo,3.1721489999999997,43.5389056,75.2658,1.3312,3.1721489999999997,43.5389056,26.7342,62.6688,98.827851,20.4610944,72.093651,98.827851,83.54031916701103,83.54031916701103,72.093651,0,backward,14,14,True,balon_parado_con_continuidad,setpiece_con_continuidad_bepro,cierre_bepro,15,8,0.6521739130434783,True,
20,217,bepro_sequences,T2,2.0,0,27.7,1649.01,1661.77,1661770.0,cierre_bepro,12.76,0.697,0.956,0.711,0.186,0.109,0.186,1.225,0.30157181672381,0.6984281832761902,0.6981925932947785,0.30180740670522155,0.30180740670522155,0.2276788306943344,0.42006697184725533,alta,muy_alta,pitch_control_rival,estructura_retroceso,1,0,False,0.02,0.314,1661770.0,0.0,dentro_intervalo,81.65191800000001,39.376895999999995,38.4948,45.0176,81.65191800000001,39.376895999999995,38.4948,45.0176,81.65191800000001,39.376895999999995,43.15711800000001,89.7906,43.52418150501559,61.7334,44.8334,3,sideways,6,6,True,balon_parado_con_continuidad,setpiece_con_continuidad_bepro,cierre_bepro,8,5,0.6153846153846154,True,
96,726,bepro_sequences,T1,1.0,1,92.3,5524.881,5539.207,5539207.0,cierre_bepro,14.326,0.68,0.979,0.706,0.135,0.118,0.135,1.169,0.30244178765864477,0.6975582123413551,0.6017942710932982,0.39820572890670164,0.39820572890670164,0.34751394139135383,0.6059718828945725,alta,critica,estructura_retroceso,pitch_control_rival,1,1,False,0.08,0.356,5539207.0,0.0,dentro_intervalo,12.47193779999999,43.5433664,65.688,32.2624,12.47193779999999,43.5433664,36.312,31.7376,89.52806220000001,20.456633600000004,53.21606220000001,90.25812822,54.39861651726263,54.39861651726263,53.21606220000001,1,sideways,6,6,False,ataque_elaborado,recuperacion_con_posesion_elaborada,cierre_bepro,7,6,0.5384615384615384,True,
24,242,bepro_sequences,T1,1.0,0,33.0,1973.828,1978.628,1978628.0,cierre_bepro,4.8,0.572,1.0,0.698,0.238,0.179,0.238,2.661,0.2965530172951919,0.7034469827048082,0.5420603334301926,0.45793966656980745,0.45793966656980745,0.11469989143593912,0.23146464270568767,media,critica,pitch_control_rival,estructura_retroceso,1,1,False,0.31,0.517,1978628.0,0.0,dentro_intervalo,93.9238542,28.853068800000003,69.9108,42.9056,93.9238542,28.853068800000003,69.9108,42.9056,93.9238542,28.853068800000003,24.0130542,93.9238542,27.822659922069114,27.822659922069114,33.4275,1,backward,3,3,False,transicion_rapida,finalizacion_gol_con_continuidad,cierre_bepro,3,6,0.3333333333333333,False,Revisar: el poseedor detectado no confirma dominio rival en la secuencia.
65,544,bepro_sequences,T2,2.0,1,69.8,4179.487,4189.916,4189916.0,cierre_bepro,10.429,0.648,0.959,0.687,0.144,0.136,0.144,0.992,0.35902787807178926,0.6409721219282107,0.7093880041728717,0.29061199582712816,0.29061199582712816,0.266554892258967,0.3408774909782218,alta,muy_alta,estructura_retroceso,pitch_control_rival,1,1,False,0.06,0.342,4189916.0,0.0,dentro_intervalo,17.0034,38.3808,81.4167264,18.809248,17.0034,38.3808,20.5832736,45.190752,84.9966,25.6192,64.4133264,85.43520000000001,67.32103880364325,73.8033,69.1245,3,sideways,5,5,False,ataque_elaborado,recuperacion_con_posesion_elaborada,cierre_bepro,8,6,0.5714285714285714,True,
46,407,bepro_sequences,T1,1.0,1,52.2,3130.023,3132.487,3132487.0,cierre_bepro,2.464,0.618,0.979,0.684,0.135,0.07,0.135,2.107,0.24283768678439563,0.7571623132156045,0.5143838671950932,0.4856161328049068,0.4856161328049068,0.14557929139590406,0.26059749403502463,media,critica,pitch_control_rival,estructura_anchura,1,0,False,0.05,0.335,3132487.0,0.0,dentro_intervalo,11.257213271999989,45.20068736,22.98438216,49.26326784,11.257213271999989,45.20068736,79.01561784,14.736732160000003,90.74278672800001,18.799312639999997,11.727168888000008,90.74278672800001,12.4109246345368,12.826,16.0455,1,sideways,3,3,False,transicion_rapida,origen_recuperacion_rival,cierre_bepro,2,4,0.3333333333333333,False,Revisar: el poseedor detectado no confirma dominio rival en la secuencia.
79,617,bepro_sequences,T2,2.0,1,79.7,4766.377,4779.967,4779967.0,cierre_bepro,13.59,0.573,0.942,0.677,0.262,0.246,0.262,1.453,0.38385525254568653,0.6161447474543135,0.7410475051244734,0.2589524948755268,0.2589524948755268,0.4263646129026382,0.5251388858615135,media,muy_alta,estructura_retroceso,pitch_control_rival,1,1,True,0.37,1.0,4779967.0,0.0,dentro_intervalo,7.484994599999991,33.3816768,60.30796818,57.244488960000005,7.484994599999991,33.3816768,41.69203182,6.755511039999995,94.5150054,30.6183232,52.82297358000001,94.7072816890981,57.96292213145247,58.0812,62.1565,3,backward,7,7,False,ataque_elaborado,recuperacion_con_posesion_elaborada,cierre_bepro,7,5,0.5833333333333334,True,
67,561,bepro_sequences,T2,2.0,1,72.3,4326.587,4335.167,4335167.0,cierre_bepro,8.58,0.502,0.946,0.633,0.159,0.144,0.159,1.214,0.4382537748392322,0.5617462251607679,0.7337832023137179,0.2662167976862823,0.2662167976862823,0.474511499129436,0.42988989535966515,baja,muy_alta,estructura_retroceso,pitch_control_rival,1,0,False,0.16,0.412,4335167.0,0.0,dentro_intervalo,12.147706320000001,21.436602880000002,68.93159999999999,28.8832,12.147706320000001,21.436602880000002,33.06840000000001,35.1168,89.85229368,42.56339712,56.78389367999999,89.85229368,57.270082854219226,57.270082854219226,61.6953,1,sideways,3,3,False,transicion_rapida,finalizacion_gol_con_continuidad,cierre_bepro,7,10,0.4117647058823529,False,Revisar: el poseedor detectado no confirma dominio rival en la secuencia.
73,594,bepro_sequences,T2,2.0,1,76.2,4555.847,4570.247,4570247.0,cierre_bepro,14.4,0.715,0.793,0.626,0.094,0.07,0.094,0.624,0.3319086065691638,0.6680913934308361,0.7549549236688081,0.24504507633119194,0.24504507633119194,0.06416669883592635,0.11222057395533794,muy_alta,muy_alta,presion_distancia,estructura_anchura,1,0,False,0.04,0.328,4570247.0,0.0,dentro_intervalo,16.591760639999993,45.912918272000006,50.914127220000005,13.240718720000002,16.591760639999993,45.912918272000006,51.085872779999995,50.759281279999996,85.40823936000001,18.087081727999994,34.322366580000015,85.40823936000001,47.38668031438382,80.9263,51.5033,4,forward,9,9,False,ataque_elaborado,recuperacion_con_posesion_elaborada,cierre_bepro,5,1,0.8333333333333334,True,
89,693,bepro_sequences,T2,2.0,1,88.8,5314.847,5327.702,5327702.0,cierre_bepro,12.855,0.519,0.863,0.594,0.122,0.111,0.122,0.742,0.518883189842194,0.481116810157806,0.7783451450201624,0.22165485497983747,0.22165485497983747,0.4564207603475104,0.6341015751747587,baja,muy_alta,estructura_retroceso,estructura_anchura,1,1,False,0.11,0.377,5327702.0,0.0,dentro_intervalo,13.84653059999999,21.161670400000002,76.02799704,21.2969632,13.84653059999999,21.161670400000002,25.972002959999998,42.7030368,88.1534694,42.838329599999994,62.18146644000001,88.1534694,62.18161362308459,62.18161362308459,66.1241,3,sideways,5,5,False,ataque_elaborado,recuperacion_con_posesion_elaborada,cierre_bepro,8,2,0.8,True,
