id,match_id,match_start_time,season_id,sport_type,period_type,period_order,period_start_time,period_duration,event_time,team_id,team_name,player_id,player_shirt_number,player_name,events,x,y,to_x,to_y,goal_position_x,goal_position_y,attack_direction,is_team_event,is_duration_event,to_player_id,to_player_name,to_player_shirt_number
69696686169e17de1daec286,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1220,12987,Tu Equipo,644360.0,18,Urritza Ezkurra Imanol,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 1.2, ""distance"": 2.9254, ""velocity_ms"": 3.311, ""acceleration_ms2"": 3.866}}]",0.5221575498580933,0.6580178737640381,0.5060209035873413,0.6272074580192566,,,left,False,True,,,
69696686169e17de1daec410,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1220,13020,Equipo Rival 4,685830.0,26,Martínez Beroiz Telmo,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.8, ""distance"": 1.6156, ""velocity_ms"": 2.695, ""acceleration_ms2"": 3.1806}}]",0.5040391683578491,0.2424491047859192,0.5182086825370789,0.251677930355072,,,right,False,True,,,
69696686169e17de1daec4a1,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1220,13020,Equipo Rival 4,685833.0,9,Berruete Chocarro Asier,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 1.2, ""distance"": 2.5748, ""velocity_ms"": 2.9117, ""acceleration_ms2"": 3.5447}}]",0.5014190077781677,0.339802622795105,0.525731086730957,0.3443949222564697,,,right,False,True,,,
69696686169e17de1daec39d,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1620,13020,Equipo Rival 4,685828.0,10,Lopez Martinez Sergio,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.8, ""distance"": 2.1718, ""velocity_ms"": 3.5123, ""acceleration_ms2"": 3.5981}}]",0.4836999177932739,0.10431438684463501,0.5020548105239868,0.11874282360076904,,,right,False,True,,,
69696514169e17de1daeaa01,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,1746,13020,Equipo Rival 4,685832.0,11,Goicoechea Munuce Eleder,"[{""event_type"": ""pass"", ""property"": {""outcome"": ""success"", ""area"": ""middleAreaPass"", ""direction"": ""backwardPass"", ""distance"": ""shortPass"", ""is_key_pass"": false}}]",0.504144,0.47195,0.417378,0.45332799999999995,,,right,False,False,685836.0,Beloki Larraya Imanol,21
69696686169e17de1daec0c5,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2020,12987,Tu Equipo,524508.0,11,Javier Sola Gascón,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.8, ""distance"": 2.4282, ""velocity_ms"": 3.9112, ""acceleration_ms2"": 3.7514}}]",0.5029788017272949,0.3101714849472046,0.48406583070755005,0.3293796181678772,,,left,False,True,,,
69696686169e17de1daebffb,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2020,12987,Tu Equipo,415191.0,7,Lucas Ibañez Sota,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.4, ""distance"": 0.6748, ""velocity_ms"": 2.5877, ""acceleration_ms2"": 3.618}}]",0.5098424553871155,0.7906310558319092,0.5076398849487305,0.7813088297843933,,,left,False,True,,,
69696686169e17de1daec307,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2020,12987,Tu Equipo,644363.0,8,Azagra Larraondo Gorka,"[{""event_type"": ""acceleration"", ""property"": {""type"": ""hacc"", ""duration"": 0.4, ""distance"": 0.8043, ""velocity_ms"": 2.6786, ""acceleration_ms2"": 3.1785}}]",0.5490913987159729,0.24259263277053833,0.5540756583213806,0.2515749931335449,,,left,False,True,,,
69696686169e17de1daebe33,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2420,13020,Equipo Rival 4,685830.0,26,Martínez Beroiz Telmo,"[{""event_type"": ""running"", ""property"": {""type"": ""vhir"", ""duration"": 3.6, ""distance"": 21.9884, ""velocity_ms"": 6.1959, ""possession"": ""attack""}}]",0.5329124927520752,0.25939232110977173,0.7027173042297363,0.44548720121383667,,,right,False,True,,,
69696686169e17de1daebd33,212200,2025-12-20T14:30:00+00:00,5341,FOOTBALL,half,0,0,2700000,2420,12987,Tu Equipo,644360.0,18,Urritza Ezkurra Imanol,"[{""event_type"": ""running"", ""property"": {""type"": ""vhir"", ""duration"": 1.2, ""distance"": 7.1775, ""velocity_ms"": 5.91, ""possession"": ""defense""}}]",0.5060209035873413,0.6272074580192566,0.464995801448822,0.5464375615119934,,,left,False,True,,,
