secuencia_rival_id,tipologia,cluster_trayectoria,period,match_time,point_order,ball_x_m,ball_y_m,tipo_finalizacion_tiro
1,T3,3.0,0,3771,0,54.196071060000016,31.689630720000004,0
1,T3,3.0,0,4251,1,55.65898686189419,32.92224462139009,0
1,T3,3.0,0,4771,2,55.45879740000001,33.9874432,0
1,T3,3.0,0,5251,3,51.07696099389093,34.262267180779915,0
1,T3,3.0,0,5771,4,47.424747204000006,34.420751872000004,0
1,T3,3.0,0,6251,5,47.11191958301651,33.933901941905106,0
1,T3,3.0,0,7011,6,46.956595560000004,33.9375968,0
1,T3,3.0,0,7531,7,43.61882406,29.6325008,0
1,T3,3.0,0,8011,8,38.48091054534382,19.706444261015555,0
1,T3,3.0,0,8531,9,32.57121120000001,11.199583999999998,0
1,T3,3.0,0,9011,10,29.79684792,11.361782400000001,0
1,T3,3.0,0,9531,11,27.75743952,11.675654399999999,0
1,T3,3.0,0,10011,12,27.3258,11.9936,0
1,T3,3.0,0,10531,13,25.877399999999998,12.3456,0
1,T3,3.0,0,11011,14,24.5412,12.672,0
1,T3,3.0,0,11531,15,23.0928,13.024,0
1,T3,3.0,0,12011,16,21.7566,13.3504,0
1,T3,3.0,0,12531,17,20.3082,13.7024,0
1,T3,3.0,0,13251,18,16.323937815809405,13.810676882822499,0
1,T3,3.0,0,13771,19,15.308904599999998,14.2617344,0
1,T3,3.0,0,14251,20,16.91521386,14.35176704,0
1,T3,3.0,0,14771,21,21.08477997586214,11.070718435705441,0
1,T3,3.0,0,15251,22,24.041054378384924,9.126003986561184,0
1,T3,3.0,0,15771,23,26.7920442,7.7644991999999995,0
2,T2,2.0,0,65251,0,56.946600000000004,14.2656,0
2,T2,2.0,0,65771,1,61.33259999999999,19.4112,0
2,T2,2.0,0,66011,2,63.352199999999996,21.7856,0
2,T2,2.0,0,66531,3,67.7382,26.9248,0
2,T2,2.0,0,66771,4,69.75779999999999,29.2992,0
2,T2,2.0,0,67251,5,69.8802,30.8928,0
2,T2,2.0,0,67771,6,69.62519999999999,32.3008,0
2,T2,2.0,0,68011,7,68.697,33.5232,0
2,T2,2.0,0,68531,8,65.8104,36.7808,0
2,T2,2.0,0,68771,9,64.4844,38.2784,0
2,T2,2.0,0,69251,10,61.15812689467038,43.54126109437601,0
2,T2,2.0,0,69771,11,58.071211199999986,45.8685696,0
2,T2,2.0,0,70011,12,56.90773012707649,45.962647457519246,0
2,T2,2.0,0,70531,13,54.75439284650706,47.2131899829232,0
2,T2,2.0,0,71011,14,47.280054894068364,47.346751155627885,0
2,T2,2.0,0,71251,15,46.76972567907149,48.37681337890582,0
2,T2,2.0,0,71771,16,40.63124732400001,48.45014976,0
2,T2,2.0,0,72011,17,40.787572359173986,48.61955503044722,0
2,T2,2.0,0,72531,18,41.57273267388771,48.42676031903791,0
2,T2,2.0,0,73011,19,42.4454079,48.09481024,0
2,T2,2.0,0,73251,20,42.490748430000004,50.070182720000005,0
2,T2,2.0,0,73771,21,44.46815358,52.94400832,0
2,T2,2.0,0,74011,22,45.3744297,54.3240288,0
2,T2,2.0,0,74531,23,44.0538,56.4736,0
3,T0,0.0,0,92771,0,41.0958,52.9216,1
3,T0,0.0,0,93011,1,40.035000000000004,52.6016,1
3,T0,0.0,0,93251,2,38.9844,52.2752,1
3,T0,0.0,0,93531,3,37.7502,51.8976,1
3,T0,0.0,0,93771,4,36.6894,51.5712,1
3,T0,0.0,0,94011,5,35.92432288296297,51.614716220727445,1
3,T0,0.0,0,94251,6,34.74001665060091,51.13233958949398,1
3,T0,0.0,0,94531,7,33.39938018560061,50.63061240229308,1
3,T0,0.0,0,94771,8,32.18596740000001,50.1496128,1
3,T0,0.0,0,95011,9,31.071107400000002,49.852012800000004,1
3,T0,0.0,0,95251,10,28.920459579205268,49.74894413733178,1
3,T0,0.0,0,95531,11,27.46797487084292,49.47334010582772,1
3,T0,0.0,0,96011,12,24.34213986,48.846427520000006,1
3,T0,0.0,0,96251,13,22.784454,49.2566976,1
3,T0,0.0,0,96531,14,21.400487400000003,49.40548416000001,1
3,T0,0.0,0,96771,15,19.6649982,49.55146688000001,1
3,T0,0.0,0,97011,16,17.9053044,49.66484096,1
3,T0,0.0,0,97251,17,16.129566000000004,49.7520064,1
3,T0,0.0,0,97531,18,14.514600000000002,49.3376,1
3,T0,0.0,0,97771,19,12.080745235104855,44.77087068890256,1
3,T0,0.0,0,98011,20,10.59896977223422,44.77704408686057,1
3,T0,0.0,0,98251,21,9.261804338029808,43.58005001869626,1
3,T0,0.0,0,98531,22,7.4268138,37.3141056,1
3,T0,0.0,0,98771,23,6.3649938,37.3121856,1
4,T2,2.0,0,247771,0,53.626194000000005,38.578892800000006,0
4,T2,2.0,0,248011,1,53.9131914,40.01966848000001,0
4,T2,2.0,0,248531,2,54.245048400000016,42.61349888,0
4,T2,2.0,0,248771,3,54.338766,44.0603392,0
4,T2,2.0,0,249011,4,55.6002,45.5744,0
4,T2,2.0,0,249251,5,55.9572,46.8608,0
4,T2,2.0,0,249771,6,56.7426,49.632,0
4,T2,2.0,0,250011,7,57.099599999999995,50.912,0
4,T2,2.0,0,250251,8,57.4566,52.192,0
4,T2,2.0,0,250531,9,58.90441913121731,54.85832224630799,0
4,T2,2.0,0,251011,10,59.053645661463,56.7277988973159,0
4,T2,2.0,0,251251,11,59.3553402,57.856185599999996,0
4,T2,2.0,0,251531,12,59.0962602,58.3905856,0
4,T2,2.0,0,251771,13,56.59280382,58.70383296,0
4,T2,2.0,0,252251,14,53.222524920000005,59.24885376,0
4,T2,2.0,0,252531,15,52.220317800000004,59.439878400000005,0
4,T2,2.0,0,252771,16,50.2248,58.8544,0
4,T2,2.0,0,253011,17,50.2656,58.56,0
4,T2,2.0,0,253531,18,53.26888543734031,59.85275715612086,0
4,T2,2.0,0,253771,19,53.79965701155849,60.37723875878963,0
4,T2,2.0,0,254011,20,54.45764531295087,60.92906170404918,0
4,T2,2.0,0,254251,21,55.41538620000001,61.72172479999999,0
4,T2,2.0,0,254771,22,57.942498420000014,61.71556768,0
4,T2,2.0,0,255011,23,59.56468806,61.44659424,0
5,T2,2.0,0,398531,0,44.245216879427254,59.04819355540028,0
5,T2,2.0,0,398771,1,45.18993953496463,55.46944761917211,0
5,T2,2.0,0,399011,2,45.22400766455487,55.31077977477601,0
5,T2,2.0,0,399531,3,46.239890724000006,51.524817408000004,0
5,T2,2.0,0,399771,4,46.065668808000005,51.542791936,0
5,T2,2.0,0,400011,5,45.908398680000005,52.71210176000001,0
5,T2,2.0,0,400251,6,46.58307156000001,51.742997120000005,0
5,T2,2.0,0,400771,7,47.4170868,52.54303360000001,0
5,T2,2.0,0,401011,8,47.9706,51.9872,0
5,T2,2.0,0,401251,9,48.3684,52.1216,0
5,T2,2.0,0,401531,10,48.89236074698601,53.43938103707367,0
5,T2,2.0,0,401771,11,49.33430551167898,53.02725558569931,0
