secuencia_rival_id,cluster_trayectoria,indice_desorganizacion,indice_peligrosidad_accion,tipo_desorganizacion_principal,tipo_finalizacion_tiro,tipo_finalizacion_tiro_puerta
4,0,0.481,0.86,pitch_control_rival,1,0
