match_id,team_id,team_name,period_order,start_time,end_time,event_ids,x,y,to_x,to_y,attack_direction,ball_status,total_distance,num_of_passes,progress_direction,progress_distance
199542,11016.0,Equipo Rival 1,0,136,9669,"[""694f40da3fc2f04d68b12195"", ""694f40da3fc2f04d68b12196"", ""694f40da3fc2f04d68b12197"", ""694f40da3fc2f04d68b12198"", ""694f40da3fc2f04d68b12199"", ""694f40da3fc2f04d68b1219a"", ""694f40da3fc2f04d68b1219b""]",0.499328,0.488316,0.409835,0.9575477,right,home,73.263,4,forward,33.2627
199542,,,0,9669,10442,"[""694f40da3fc2f04d68b1219c""]",0.43400000000000005,0.98161,0.43400000000000005,0.98161,,neutral,0.0,0,,0.0
199542,12987.0,Tu Equipo,0,10442,14138,"[""694f40da3fc2f04d68b1219d"", ""694f40da3fc2f04d68b1219e"", ""694f40da3fc2f04d68b1219f"", ""694f40da3fc2f04d68b121a0"", ""694f40da3fc2f04d68b121a1""]",0.43400000000000005,0.98161,0.440674,0.690162,left,away,16.7231,3,backward,19.8308
199542,,,0,14138,25736,[],0.310053,1.0,0.310053,1.0,,ballout,0.0,0,,0.0
199542,11016.0,Equipo Rival 1,0,25736,25736,"[""694f40da3fc2f04d68b121a2""]",0.310053,1.0,0.310053,1.0,right,home,0.0,1,sideways,0.0
199542,,,0,25736,27263,"[""694f40da3fc2f04d68b121a3""]",0.43699699999999997,0.949253,0.43699699999999997,0.949253,,neutral,0.0,0,,0.0
199542,,,0,27263,36436,[],0.411038,0.99665386,0.411038,0.99665386,,ballout,0.0,0,,0.0
199542,11016.0,Equipo Rival 1,0,36436,36436,"[""694f40da3fc2f04d68b121a4""]",0.411038,0.99665386,0.411038,0.99665386,right,home,0.0,1,sideways,0.0
199542,,,0,36436,39611,[],0.6206579999999999,0.971325,0.6206579999999999,0.971325,,neutral,0.0,0,,0.0
199542,12987.0,Tu Equipo,0,39611,45910,"[""694f40da3fc2f04d68b121a5"", ""694f40da3fc2f04d68b121a7"", ""694f40da3fc2f04d68b121a8""]",0.6206579999999999,0.971325,0.9583333,0.606356,left,away,22.7808,2,backward,43.2787
199542,,,0,45910,47869,[],0.743978,0.524717,0.743978,0.524717,,neutral,0.0,0,,0.0
199542,11016.0,Equipo Rival 1,0,47869,81303,"[""694f40da3fc2f04d68b121a9"", ""694f40da3fc2f04d68b121aa"", ""694f40da3fc2f04d68b121ab"", ""694f40da3fc2f04d68b121ac"", ""694f40da3fc2f04d68b121ad"", ""694f40da3fc2f04d68b121ae"", ""694f40da3fc2f04d68b121af"", ""694f40da3fc2f04d68b121b0"", ""694f40da3fc2f04d68b121b1"", ""694f40da3fc2f04d68b121b2"", ""694f40da3fc2f04d68b121b3"", ""694f40da3fc2f04d68b121b4"", ""694f40da3fc2f04d68b121b5"", ""694f40da3fc2f04d68b121b6"", ""694f40da3fc2f04d68b121b7"", ""694f40da3fc2f04d68b121b8"", ""694f40da3fc2f04d68b121b9"", ""694f40da3fc2f04d68b121ba""]",0.743978,0.524717,0.331693,0.9780319,right,home,195.8516,9,forward,53.1434
199542,,,0,81303,92003,"[""694f40da3fc2f04d68b121bb""]",0.342513,0.99665386,0.342513,0.99665386,,ballout,0.0,0,,0.0
199542,11016.0,Equipo Rival 1,0,92003,95928,"[""694f40da3fc2f04d68b121bc"", ""694f40da3fc2f04d68b121be"", ""694f40da3fc2f04d68b121bf"", ""694f40da3fc2f04d68b121c0""]",0.342513,0.99665386,0.409835,0.631663,right,home,23.4347,1,backward,25.8064
199542,,,0,95928,111369,[],0.384589,0.670769,0.384589,0.670769,,ballout,0.0,0,,0.0
199542,11016.0,Equipo Rival 1,0,111369,118557,"[""694f40da3fc2f04d68b121c1"", ""694f40da3fc2f04d68b121c2"", ""694f40da3fc2f04d68b121c3"", ""694f40da3fc2f04d68b121c4"", ""694f40da3fc2f04d68b121c5"", ""694f40da3fc2f04d68b121c6""]",0.384589,0.670769,0.351088,0.19421299999999997,right,home,60.2372,3,backward,32.5962
