match_id,secuencia_rival_id,verticalidad,horizontalidad,ritmo_pases,duracion_log,eventos_log,recorrido_log,vel_media_balon,amplitud_balon_m
199542,34,0.6243877456205885,0.7811145518544891,0.2173913043478261,2.322387720290225,1.6094379124341005,3.879308562071334,5.1511678592599,57.4912
199542,70,-0.777596357261318,0.6287637912395471,0.1020512297173181,2.3794535372506225,1.6094379124341005,3.9393458670928303,5.141848933536729,35.053529600000005
199542,42,-0.6662211479238821,0.7457542370372325,0.3352329869259135,1.9410411719438092,1.6094379124341005,2.7577485878314105,2.4747420387396195,17.784216991463982
199542,36,0.8945900613395656,0.4468877064235181,0.1989653800238758,3.049462595974959,1.9459101490553128,4.013100642508551,2.701856678238525,36.29330304
199542,22,0.9736884237413824,0.2278834207923469,0.1709401709401709,2.5416019934645457,1.791759469228055,4.080711902148789,4.9732983442834975,25.0942912
199542,33,0.9682208434874908,0.2500967777408813,0.2862254025044722,2.706382144001513,2.302585092994046,4.1154811173586205,4.313537807267952,20.9728
199542,24,0.7637297948812729,0.6455360566309284,0.1758705592683784,2.893588799885288,2.19722457733622,4.04748708321234,3.297772487142693,55.80910208
199542,49,-0.7701887252383093,0.6378160608794577,0.2681170522445227,3.2998288872738666,2.772588722239781,3.204435269406085,0.9055301146055867,33.824579576618135
199542,41,-0.9742984030736536,0.2252612300599658,0.2310536044362292,2.2675794837952306,1.6094379124341005,3.5243818683295505,3.804620170835425,22.50848704
199542,13,0.8874912924385461,0.4608244848592132,0.222543674196061,3.3308106821051564,2.6390573296152584,4.041717886112463,2.074257182214007,61.989552
199542,58,-0.9255704055439312,0.3785755200501515,0.2095118374188141,2.729093888030559,1.9459101490553128,3.4434460693865945,2.115693552742642,23.1232
199542,61,-0.2009943197705104,0.9795924067794676,0.1935733643050716,1.8190503294639584,1.0986122886681098,3.5478267226390168,6.530727961151787,33.394681600000006
199542,56,-0.8757451202325182,0.4827737403680241,0.3998400639744102,1.7920927470181751,1.0986122886681098,3.736795152374892,8.189381944355711,19.776
199542,37,-0.9519337598056284,0.3063039616823786,0.2942734388794067,2.8898716328544825,2.3978952727983707,4.139306412156867,3.634822981480165,35.52519130099283
199542,28,0.9628323415150856,0.2700997632960409,0.2260568156129907,2.6582295061182544,1.9459101490553128,3.955519068668472,3.859753909020166,15.143066168958285
199542,50,-0.9999958841506584,0.002869090751977,0.1538224888478695,2.0150363449874997,1.3862943611198906,3.355513973127291,4.254780963814078,4.153599999999997
199542,57,-0.8289211282497086,0.5593655004925046,0.2727210745210336,2.75155658941135,1.9459101490553128,4.293579622787202,4.924533236277036,50.101536
199542,69,-0.204657931520484,0.9788335563647972,0.440251572327044,2.827313621929028,2.4849066497880004,3.495243112266749,2.0099559462904217,45.58126196195008
199542,48,-0.6019550768118196,0.7985299527885453,0.2877697841726618,2.7013612129514133,2.19722457733622,2.957486883652204,1.312916158043559,14.5728
199542,43,-0.6785132375817094,0.7345881747117815,0.3445305770887166,1.9176576361034292,1.0986122886681098,3.805281536642836,7.568975021141823,32.276261760000004
199542,5,0.7472083458681851,0.6645898644012941,0.1940617116242965,2.425333558253099,1.791759469228055,3.1667540952127364,2.2055436454501027,15.898618240000005
199542,64,-0.898986681503502,0.4379759656411764,0.1943508681005442,2.7994740510211638,1.9459101490553128,4.501366206333016,5.774824910795034,58.40022336000001
199542,53,-0.8268201446893246,0.5624663975171534,0.4838514576025161,2.2264597026045543,1.9459101490553128,2.6523706163531884,1.5952137708826284,10.7456
199542,20,0.4995203950169597,0.8663021268368792,0.5232862375719519,2.523004938386659,2.079441541679836,4.063000739652245,4.984173920055563,49.507900160000005
199542,60,-0.7933069168151897,0.608821924484638,0.25,2.19722457733622,1.791759469228055,3.901831467090873,6.061626371312387,30.76242977030044
199542,47,-0.999668983063452,0.0257278895536213,0.1481481481481481,2.6741486494265287,1.791759469228055,4.236778598970906,5.050712671435883,26.0076992
199542,71,0.2233304359936143,0.9747427949766552,0.3913128546272745,1.8100904259127784,1.3862943611198906,2.6003551080005725,2.43954607025946,12.1536
199542,2,-0.8171678206497454,0.5763998203456916,0.2691870550936173,3.5390444483542804,2.9444389791664403,3.958710788391364,1.53705033590308,60.220142016
199542,14,0.9988277043181478,0.0484067876081271,0.1500825453999699,2.0364035519882675,1.0986122886681098,2.814726479144261,2.354586593574774,10.8012352
199542,40,-0.7006497604052251,0.7135053701578572,0.2135231316725978,2.711377991194885,1.9459101490553128,3.356305212704557,1.970321509458175,26.98261180053409
199542,21,-0.2467307227624197,0.969084078109394,0.3725782414307004,2.839312354282689,2.302585092994046,4.127306747711517,3.788542437055812,60.57444870225306
199542,63,-0.3165580204466865,0.9485731493621749,0.1923076923076923,2.8094026953624978,1.9459101490553128,3.5229431549464563,2.1079492139956604,31.617813503999997
199542,51,-0.0991242005833309,0.9950750689564658,0.33003300330033,2.3115448343655176,1.791759469228055,3.685209196080116,4.274307894963862,42.997919520408445
199542,55,-0.0402682576967513,0.9991889047733006,0.2638986629134412,2.5151124918450662,1.9459101490553128,4.115546495024253,5.303104982532811,60.2368
199542,23,0.5103631051481203,0.859959011176445,0.3127932436659368,2.0006688605144403,1.3862943611198906,3.054265966954645,3.160089801549945,17.376
199542,72,-0.9497403792143756,0.3130386750702448,0.2345949327494526,2.6237986486546188,1.791759469228055,4.198199034648033,5.127176990314368,30.64040236958964
199542,15,0.5830276032448204,0.8124523455899431,0.1751927119831814,1.9033008439609624,1.3862943611198906,2.775339467499492,2.635611862735258,13.507273646554246
199542,65,-0.8909971036028062,0.4540089882055313,0.1753155680224404,1.902704363179782,1.0986122886681098,3.559356170423234,5.985372602571927,19.50652352
199542,39,-0.972969943556664,0.2309317841600458,0.2564102564102564,2.5416019934645457,1.791759469228055,3.7147045476605856,3.422774189799485,12.7232
199542,52,0.2557359477115521,0.9667466705647731,0.5160339107998526,2.678621390411398,2.4849066497880004,3.830160352418072,3.3225156701684635,53.6704
199542,29,0.0970282035660189,0.9952816323597818,0.3973773097556129,1.797244399458625,1.3862943611198906,2.795166604886257,3.052921731405204,15.292855680000002
199542,62,-0.8531894381010242,0.5216011720777265,0.2733360666940003,2.7494480297981387,1.9459101490553128,4.061909154524879,3.9008540876721343,30.7548544
199542,46,-0.938240522773101,0.3459837010994278,0.2547770700636942,2.180417459019838,1.6094379124341005,3.554270151938136,4.326406814198601,15.980800000000002
199542,6,-0.5626920522897864,0.8266665919764197,0.2855511136493432,2.708583392263869,2.079441541679836,3.773461518083861,3.0361569037116314,35.158531839999995
199542,4,0.3188985750665278,0.9477888471703696,0.2531645569620253,2.186051276738094,1.3862943611198906,3.6893406677996543,4.939044658537232,36.9812544
199542,54,0.4531975976318525,0.8914100838002214,0.4166666666666666,3.1179499062782403,2.772588722239781,4.032862314217725,2.565841589895304,59.98948863999999
199542,12,0.4395749297226539,0.8982059235828518,0.3092783505154639,3.0155349008501706,2.4849066497880004,3.831374798369543,2.326077757080158,58.8363583104
